"That though the radiance which was once so bright be now forever taken from my sight. Though nothing can bring back the hour of splendor in the grass, glory in the flower. We will grieve not, rather find strength in what remains behind.",Sympathy
Death is not the greatest loss in life. The greatest loss is what dies inside us while we live.,Sympathy
Grief is the price we pay for love.,Sympathy
"Unable are the loved to die, for love is immortality.",Sympathy
"Here bring your wounded hearts, here tell your anguish; Earth has no sorrow that Heaven cannot heal.",Sympathy
"Grief changes shape, but it never ends.",Sympathy
"The purpose of human life is to serve, and to show compassion and the will to help others.",Sympathy
Life has never been easy. Nor is it meant to be. It is a matter of being joyous in the face of sorrow.,Sympathy
"Loss and possession, death and life are one, There falls no shadow where there shines no sun.",Sympathy
There is no pain so great as the memory of joy in present grief.,Sympathy
It's sad when someone you know becomes someone you knew.,Sympathy
"One's life has value so long as one attributes value to the life of others, by means of love, friendship, indignation and compassion.",Sympathy
"No matter how prepared you think you are for the death of a loved one, it still comes as a shock, and it still hurts very deeply.",Sympathy
Worry does not empty tomorrow of its sorrow. It empties today of its strength.,Sympathy
There is no greater sorrow than to recall happiness in times of misery.,Sympathy
"The loss of a friend is like that of a limb; time may heal the anguish of the wound, but the loss cannot be repaired.",Sympathy
"When sorrows come, they come not single spies, but in battalions.",Sympathy
"Sorrow can be alleviated by good sleep, a bath and a glass of wine.",Sympathy
"What is lovely never dies, But passes into other loveliness.",Sympathy
What does love look like? It has the hands to help others. It has the feet to hasten to the poor and needy. It has eyes to see misery and want. It has the ears to hear the sighs and sorrows of men. That is what love looks like.,Sympathy
"Truly, it is in darkness that one finds the light, so when we are in sorrow, then this light is nearest of all to us.",Sympathy
"Excess of grief for the dead is madness; for it is an injury to the living, and the dead know it not.",Sympathy
The only cure for grief is action.,Sympathy
Flowers grow out of dark moments.,Sympathy
I am not interested in picking up crumbs of compassion thrown from the table of someone who considers himself my master. I want the full menu of rights.,Sympathy
"Happiness is beneficial for the body, but it is grief that develops the powers of the mind.",Sympathy
"When you lose a person you love so much, surviving the loss is difficult.",Sympathy
Sorrow is a fruit. God does not make it grow on limbs too weak to bear it.,Sympathy
There is no grief like the grief that does not speak.,Sympathy
Grief is a normal and natural response to loss. It is originally an unlearned feeling process. Keeping grief inside increases your pain.,Sympathy
I think loss of loved ones is the hardest blow in life.,Sympathy
Sorrow is so easy to express and yet so hard to tell.,Sympathy
Any mind that is capable of real sorrow is capable of good.,Sympathy
The dew of compassion is a tear.,Sympathy
Tears are the silent language of grief.,Sympathy
Grief can't be shared. Everyone carries it alone. His own burden in his own way.,Sympathy
"You don't go around grieving all the time, but the grief is still there and always will be.",Sympathy
"Let no one weep for me, or celebrate my funeral with mourning; for I still live, as I pass to and fro through the mouths of men.",Sympathy
Almost all of our sorrows spring out of our relations with other people.,Sympathy
Bear and endure: This sorrow will one day prove to be for your good.,Sympathy
Excessive sorrow laughs. Excessive joy weeps.,Sympathy
From the end spring new beginnings.,Sympathy
Only by joy and sorrow does a person know anything about themselves and their destiny. They learn what to do and what to avoid.,Sympathy
"If we wait until our lives are free from sorrow or difficulty, then we wait forever. And miss the entire point.",Sympathy
To desire and expect nothing for oneself and to have profound sympathy for others is genuine holiness.,Sympathy
A sorrow's crown of sorrow is remembering happier times.,Sympathy
"It is a great consolation for me to remember that the Lord, to whom I had drawn near in humble and child-like faith, has suffered and died for me, and that He will look on me in love and compassion.",Sympathy
Developing our sympathetic compassion is not only possible but the only reason for us to be here on earth.,Sympathy
"Our trials, our sorrows, and our grieves develop us.",Sympathy
"If you suppress grief too much, it can well redouble.",Sympathy
"When you are sorrowful look again in your heart, and you shall see that in truth you are weeping for that which has been your delight.",Sympathy
"Come away, O human child: To the waters and the wild with a fairy, hand in hand, For the world's more full of weeping than you can understand.",Sympathy
One often calms one's grief by recounting it.,Sympathy
Those who weep recover more quickly than those who smile.,Sympathy
"I say to people who care for people who are dying, if you really love that person and want to help them, be with them when their end comes close. Sit with them - you don't even have to talk. You don't have to do anything but really be there with them.",Sympathy
"Grieve and mourn for yourself not once or twice, but again and again.",Sympathy
People who drink to drown their sorrow should be told that sorrow knows how to swim.,Sympathy
The cure for sorrow is to learn something.,Sympathy
Sympathy is two hearts tugging at one load.,Sympathy
Grief knits two hearts in closer bonds than happiness ever can; and common sufferings are far stronger links than common joys.,Sympathy
A sympathetic friend can be quite as dear as a brother.,Sympathy
"The more sympathy you give, the less you need.",Sympathy
"It is foolish to tear one's hair in grief, as though sorrow would be made less by baldness.",Sympathy
Not without hope we suffer and we mourn.,Sympathy
The natural effect of sorrow over the dead is to refine and elevate the mind.,Sympathy
"We should feel sorrow, but not sink under its oppression.",Sympathy
"It is in our faults and failings, not in our virtues, that we touch each other, and find sympathy. It is in our follies that we are one.",Sympathy
"If there was less sympathy in the world, there would be less trouble in the world.",Sympathy
"I have sometimes been wildly, despairingly, acutely miserable, racked with sorrow, but through it all I still know quite certainly that just to be alive is a grand thing.",Sympathy
"What ye have been ye still shall be, When we are dust the dust among, O yellow flowers!",Sympathy
"If our hearts are ready for anything, we can open to our inevitable losses, and to the depths of our sorrow. We can grieve our lost loves, our lost youth, our lost health, our lost capacities. This is part of our humanness, part of the expression of our love for life.",Sympathy
"After you have wept and grieved for your physical losses, cherish the functions and the life you have left.",Sympathy
