Man will never be free until the last king is strangled with the entrails of the last priest.,Freedom
"May we think of freedom, not as the right to do as we please, but as the opportunity to do what is right.",Freedom
"It does not take a majority to prevail... but rather an irate, tireless minority, keen on setting brushfires of freedom in the minds of men.",Freedom
"Freedom consists not in doing what we like, but in having the right to do what we ought.",Freedom
"Freedom is never more than one generation away from extinction. We didn't pass it to our children in the bloodstream. It must be fought for, protected, and handed on for them to do the same.",Freedom
The only way to deal with an unfree world is to become so absolutely free that your very existence is an act of rebellion.,Freedom
"When we lose the right to be different, we lose the privilege to be free.",Freedom
Freedom is the oxygen of the soul.,Freedom
"We hold these truths to be self-evident: that all men are created equal; that they are endowed by their Creator with certain unalienable rights; that among these are life, liberty, and the pursuit of happiness.",Freedom
It is difficult to free fools from the chains they revere.,Freedom
None are more hopelessly enslaved than those who falsely believe they are free.,Freedom
"We will not waver; we will not tire; we will not falter, and we will not fail. Peace and Freedom will prevail.",Freedom
'Emergencies' have always been the pretext on which the safeguards of individual liberty have been eroded.,Freedom
Between stimulus and response there is a space. In that space is our power to choose our response. In our response lies our growth and our freedom.,Freedom
A hero is someone who understands the responsibility that comes with his freedom.,Freedom
I hope for nothing. I fear nothing. I am free.,Freedom
"If the freedom of speech is taken away then dumb and silent we may be led, like sheep to the slaughter.",Freedom
Freedom is what you do with what's been done to you.,Freedom
"We are driven by five genetic needs: survival, love and belonging, power, freedom, and fun.",Freedom
"There are two freedoms - the false, where a man is free to do what he likes; the true, where he is free to do what he ought.",Freedom
The work of art is a scream of freedom.,Freedom
"Freedom itself was attacked this morning by a faceless coward, and freedom will be defended.",Freedom
Freedom is never given; it is won.,Freedom
"There is no easy walk to freedom anywhere, and many of us will have to pass through the valley of the shadow of death again and again before we reach the mountaintop of our desires.",Freedom
"For to be free is not merely to cast off one's chains, but to live in a way that respects and enhances the freedom of others.",Freedom
"I am free because I know that I alone am morally responsible for everything I do. I am free, no matter what rules surround me. If I find them tolerable, I tolerate them; if I find them too obnoxious, I break them. I am free because I know that I alone am morally responsible for everything I do.",Freedom
"The most important kind of freedom is to be what you really are. You trade in your reality for a role. You give up your ability to feel, and in exchange, put on a mask.",Freedom
"Guard with jealous attention the public liberty. Suspect everyone who approaches that jewel. Unfortunately, nothing will preserve it but downright force. Whenever you give up that force, you are inevitably ruined.",Freedom
Humanity has won its battle. Liberty now has a country.,Freedom
"What is freedom of expression? Without the freedom to offend, it ceases to exist.",Freedom
"Those who expect to reap the blessings of freedom must, like men, undergo the fatigue of supporting it.",Freedom
I would like to be remembered as a person who wanted to be free... so other people would be also free.,Freedom
Freedom is nothing but a chance to be better.,Freedom
Freedom is something that dies unless it's used.,Freedom
The right to be let alone is indeed the beginning of all freedoms.,Freedom
Freedom is the recognition of necessity.,Freedom
"If you want total security, go to prison. There you're fed, clothed, given medical care and so on. The only thing lacking... is freedom.",Freedom
Freedom is the right to tell people what they do not want to hear.,Freedom
People demand freedom of speech as a compensation for the freedom of thought which they seldom use.,Freedom
"Those who deny freedom to others deserve it not for themselves; and under the rule of a just God, cannot long retain it.",Freedom
"Liberty is not the power of doing what we like, but the right to do what we ought.",Freedom
"Expose yourself to your deepest fear; after that, fear has no power, and the fear of freedom shrinks and vanishes. You are free.",Freedom
Freedom and justice cannot be parceled out in pieces to suit political convenience. I don't believe you can stand for freedom for one group of people and deny it to others.,Freedom
"Freedom makes a huge requirement of every human being. With freedom comes responsibility. For the person who is unwilling to grow up, the person who does not want to carry his own weight, this is a frightening prospect.",Freedom
Freedom is never voluntarily given by the oppressor; it must be demanded by the oppressed.,Freedom
"What is ominous is the ease with which some people go from saying that they don't like something to saying that the government should forbid it. When you go down that road, don't expect freedom to survive very long.",Freedom
"There is no such thing as a little freedom. Either you are all free, or you are not free.",Freedom
Freedom means the opportunity to be what we never thought we would be.,Freedom
"Emancipate yourselves from mental slavery, none but ourselves can free our minds!",Freedom
Freedom lies in being bold.,Freedom
Man is free at the moment he wishes to be.,Freedom
Freedom is the sure possession of those alone who have the courage to defend it.,Freedom
Necessity is blind until it becomes conscious. Freedom is the consciousness of necessity.,Freedom
"The liberties of a people never were, nor ever will be, secure, when the transactions of their rulers may be concealed from them.",Freedom
"At what point then is the approach of danger to be expected? I answer, if it ever reach us, it must spring up amongst us. It cannot come from abroad. If destruction be our lot, we must ourselves be its author and finisher. As a nation of freemen, we must live through all time, or die by suicide.",Freedom
"The more decisions that you are forced to make alone, the more you are aware of your freedom to choose.",Freedom
Conformity is the jailer of freedom and the enemy of growth.,Freedom
"I'm a big advocate of freedom: freedom of speech, freedom of expression, freedom of thought.",Freedom
Responsibility is the price of freedom.,Freedom
It is harder to preserve than to obtain liberty.,Freedom
Liberty means responsibility. That is why most men dread it.,Freedom
"Free people, remember this maxim: we may acquire liberty, but it is never recovered if it is once lost.",Freedom
